                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     29,                 1.4369,                  1.188,                0.91933,                0.71051,                0.70515,                0.71477,                0.33639,                 2.5639,                 1.3844,                 2.1394,             0.00022675,             0.00022675,             0.00022675
                     30,                 1.4283,                  1.172,                0.91423,                0.70675,                0.68915,                0.71013,                0.33218,                 2.6294,                 1.3913,                 2.1726,             0.00022056,             0.00022056,             0.00022056
                     31,                 1.4448,                 1.1496,                0.94229,                0.73351,                0.70765,                0.72051,                0.33732,                 2.6156,                  1.336,                 2.1335,             0.00021437,             0.00021437,             0.00021437
                     32,                 1.4205,                 1.1301,                0.92239,                0.69627,                0.68082,                0.70221,                0.33076,                 2.6322,                 1.3391,                 2.1553,             0.00020819,             0.00020819,             0.00020819
                     33,                  1.445,                 1.1559,                0.92683,                0.72167,                 0.7135,                0.72761,                0.33931,                  2.612,                 1.3299,                 2.1725,               0.000202,               0.000202,               0.000202
                     34,                 1.4616,                 1.1487,                 0.9181,                0.71346,                0.69174,                0.72397,                0.34327,                 2.6211,                  1.304,                 2.2008,             0.00019581,             0.00019581,             0.00019581
                     35,                 1.4098,                 1.1081,                 0.9197,                0.71289,                0.70631,                 0.7154,                0.35255,                 2.6135,                 1.2991,                 2.1724,             0.00018963,             0.00018963,             0.00018963
                     36,                 1.4519,                 1.1179,                0.92478,                0.70189,                0.69185,                0.70661,                0.33528,                 2.5763,                 1.3551,                 2.0833,             0.00018344,             0.00018344,             0.00018344
                     37,                 1.3903,                  1.115,                0.92341,                0.72056,                0.72457,                0.72464,                0.34354,                  2.632,                 1.2747,                 2.1636,             0.00017725,             0.00017725,             0.00017725
                     38,                 1.4265,                 1.0893,                0.91507,                0.73421,                0.73583,                 0.7268,                0.34544,                 2.6843,                 1.2392,                 2.2443,             0.00017106,             0.00017106,             0.00017106
                     39,                  1.419,                 1.1064,                0.90902,                0.69232,                0.71388,                0.71359,                 0.3398,                  2.668,                 1.2877,                 2.1991,             0.00016488,             0.00016488,             0.00016488
                     40,                  1.402,                 1.0752,                0.91591,                0.68691,                0.67636,                0.69645,                0.34191,                 2.7126,                  1.222,                 2.2389,             0.00015869,             0.00015869,             0.00015869
                     41,                 1.4134,                 1.0676,                 0.9079,                0.69823,                0.70061,                0.70944,                0.34209,                 2.7388,                    1.2,                 2.2776,              0.0001525,              0.0001525,              0.0001525
                     42,                 1.3903,                 1.0656,                0.92168,                0.68975,                0.71156,                0.71271,                0.33787,                 2.7211,                 1.1664,                 2.2454,             0.00014631,             0.00014631,             0.00014631
                     43,                 1.3785,                 1.0514,                0.90816,                0.69677,                 0.7181,                0.71879,                0.34699,                 2.6787,                 1.1651,                  2.226,             0.00014013,             0.00014013,             0.00014013
                     44,                 1.3817,                  1.041,                0.90399,                0.68557,                0.70926,                0.70719,                0.34915,                 2.6391,                 1.2539,                 2.1669,             0.00013394,             0.00013394,             0.00013394
                     45,                 1.3669,                 1.0488,                0.91372,                0.69187,                0.72377,                0.72086,                0.34628,                 2.6341,                 1.2884,                 2.1663,             0.00012775,             0.00012775,             0.00012775
                     46,                 1.3761,                 1.0128,                0.92131,                0.69746,                0.72678,                0.72257,                0.33764,                 2.6387,                 1.3061,                 2.1521,             0.00012156,             0.00012156,             0.00012156
                     47,                  1.368,                 1.0176,                0.91415,                0.70194,                0.72132,                0.72225,                0.33186,                 2.6647,                 1.2379,                 2.1749,             0.00011538,             0.00011538,             0.00011538
                     48,                 1.3517,                 1.0115,                0.89507,                0.70156,                0.71461,                 0.7199,                0.33655,                 2.6612,                 1.2255,                 2.1754,             0.00010919,             0.00010919,             0.00010919
                     49,                 1.3573,                 1.0142,                 0.9049,                0.71351,                0.71315,                0.71915,                0.33873,                 2.7094,                 1.2317,                 2.2605,               0.000103,               0.000103,               0.000103
                     50,                 1.3531,                 1.0603,                0.89505,                0.70663,                0.70516,                0.71149,                0.34698,                  2.709,                 1.2241,                 2.2403,             9.6813e-05,             9.6813e-05,             9.6813e-05
                     51,                 1.3505,                 1.0083,                0.91736,                 0.6944,                0.70864,                0.71053,                0.35175,                 2.6931,                 1.2098,                 2.2222,             9.0625e-05,             9.0625e-05,             9.0625e-05
                     52,                 1.3762,                 1.0447,                0.90967,                0.70618,                0.70102,                0.71267,                0.33975,                 2.6663,                 1.2193,                 2.2015,             8.4437e-05,             8.4437e-05,             8.4437e-05
                     53,                 1.3619,                 1.0198,                0.90562,                0.71222,                0.68739,                0.71161,                 0.3463,                 2.6591,                 1.2088,                 2.2191,              7.825e-05,              7.825e-05,              7.825e-05
                     54,                 1.3171,                0.96005,                0.90901,                0.70559,                0.70038,                0.71284,                0.35246,                 2.6645,                 1.1963,                 2.2467,             7.2063e-05,             7.2063e-05,             7.2063e-05
                     55,                 1.3909,                 1.2273,                0.90388,                0.70334,                0.70357,                0.71452,                0.34437,                  2.667,                 1.2063,                  2.262,             6.5875e-05,             6.5875e-05,             6.5875e-05
                     56,                  1.365,                 1.2034,                0.91817,                0.69947,                 0.7131,                0.71417,                0.34415,                 2.6765,                 1.2285,                 2.2856,             5.9688e-05,             5.9688e-05,             5.9688e-05
                     57,                 1.3542,                 1.1559,                0.92391,                0.69802,                0.71544,                0.71552,                0.33878,                 2.6885,                 1.2154,                  2.308,               5.35e-05,               5.35e-05,               5.35e-05
                     58,                 1.3474,                  1.143,                0.93227,                0.69375,                0.70993,                0.71496,                0.33985,                 2.7053,                 1.1873,                 2.3447,             4.7312e-05,             4.7312e-05,             4.7312e-05
                     59,                 1.3479,                 1.1457,                0.91943,                0.69935,                0.71382,                0.71764,                0.35035,                 2.7256,                 1.1632,                 2.3721,             4.1125e-05,             4.1125e-05,             4.1125e-05
                     60,                 1.3377,                 1.1222,                0.91487,                0.70134,                0.71301,                0.71407,                0.34265,                 2.7276,                 1.1599,                 2.3631,             3.4938e-05,             3.4938e-05,             3.4938e-05
                     61,                  1.343,                 1.1804,                0.90733,                0.71163,                0.69977,                0.71508,                 0.3441,                 2.7212,                 1.1817,                 2.3319,              2.875e-05,              2.875e-05,              2.875e-05
                     62,                 1.3411,                 1.1546,                0.91691,                0.71272,                0.69884,                0.71443,                0.34674,                 2.7285,                 1.1847,                  2.332,             2.2562e-05,             2.2562e-05,             2.2562e-05
                     63,                 1.3275,                 1.1541,                0.91222,                0.69919,                0.71343,                0.71471,                 0.3499,                 2.7149,                  1.201,                 2.3271,             1.6375e-05,             1.6375e-05,             1.6375e-05
                     64,                 1.3248,                  1.146,                0.91019,                0.69917,                0.71496,                0.71514,                0.35216,                 2.7082,                 1.1866,                 2.3367,             1.0188e-05,             1.0188e-05,             1.0188e-05
